epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
160,1593.31,0.61888,0.35565,0.96416,0.00363,0.98999,0.9885,0.98814,0.83575,0.5605,0.28135,0.96815,0.00249,0.000217772,0.000217772,0.000217772
161,1603.28,0.61163,0.35429,0.95774,0.0038,0.98911,0.98636,0.98776,0.83093,0.56895,0.28777,0.96959,0.00245,0.000215443,0.000215443,0.000215443
162,1613.18,0.62075,0.35374,0.96677,0.00335,0.98952,0.98914,0.9879,0.83534,0.56306,0.28661,0.96681,0.00239,0.000213115,0.000213115,0.000213115
163,1623.59,0.6092,0.35057,0.96174,0.00345,0.99071,0.98919,0.98803,0.83398,0.56893,0.28325,0.97126,0.00245,0.000210786,0.000210786,0.000210786
164,1633.6,0.60959,0.35068,0.95752,0.00344,0.99056,0.98838,0.98852,0.83569,0.55812,0.2819,0.96441,0.00242,0.000208458,0.000208458,0.000208458
165,1644.04,0.61303,0.35419,0.9621,0.00322,0.99041,0.98795,0.98738,0.83551,0.56381,0.28137,0.96865,0.0024,0.000206129,0.000206129,0.000206129
166,1654.43,0.61156,0.35043,0.95718,0.00344,0.99075,0.98829,0.98821,0.83854,0.55789,0.27997,0.96487,0.00238,0.000203801,0.000203801,0.000203801
167,1664.49,0.60627,0.34922,0.95686,0.0033,0.99003,0.98967,0.98801,0.83928,0.55162,0.2768,0.96157,0.00248,0.000201472,0.000201472,0.000201472
168,1674.49,0.61136,0.35375,0.95238,0.00323,0.98966,0.98808,0.98768,0.83755,0.56085,0.27769,0.96778,0.00245,0.000199144,0.000199144,0.000199144
169,1684.94,0.60963,0.35535,0.96162,0.00344,0.99031,0.98846,0.98823,0.83487,0.55741,0.27998,0.96429,0.00243,0.000196815,0.000196815,0.000196815
170,1695.11,0.60459,0.34639,0.95246,0.00333,0.99034,0.99049,0.98865,0.8369,0.5586,0.28025,0.96352,0.0024,0.000194487,0.000194487,0.000194487
171,1705.2,0.60254,0.34544,0.95657,0.00365,0.98968,0.98998,0.98849,0.83528,0.55465,0.27778,0.9627,0.00256,0.000192158,0.000192158,0.000192158
172,1715.49,0.60867,0.35242,0.96138,0.00346,0.99113,0.98924,0.98851,0.84136,0.55146,0.27571,0.96192,0.00245,0.00018983,0.00018983,0.00018983
173,1725.76,0.60416,0.34958,0.95486,0.00337,0.9907,0.9885,0.98878,0.83891,0.56136,0.27809,0.9644,0.00239,0.000187501,0.000187501,0.000187501
174,1736.23,0.5984,0.34762,0.95533,0.00351,0.99116,0.99013,0.98836,0.83988,0.55308,0.27557,0.96153,0.00246,0.000185173,0.000185173,0.000185173
175,1746.65,0.59816,0.34209,0.96033,0.00317,0.99037,0.98983,0.98867,0.83978,0.56201,0.27538,0.96749,0.00243,0.000182844,0.000182844,0.000182844
176,1757.02,0.60112,0.34606,0.95665,0.00342,0.99062,0.99005,0.98802,0.84081,0.55281,0.27692,0.96208,0.00257,0.000180516,0.000180516,0.000180516
177,1767.25,0.59511,0.34203,0.9529,0.00321,0.99025,0.98963,0.98896,0.84372,0.54876,0.27714,0.95903,0.00236,0.000178188,0.000178188,0.000178188
178,1777.6,0.60149,0.3454,0.95196,0.00328,0.99074,0.99065,0.9886,0.84199,0.54839,0.27572,0.95956,0.00239,0.000175859,0.000175859,0.000175859
179,1788.03,0.6014,0.345,0.96044,0.00341,0.98921,0.98993,0.98811,0.83739,0.56768,0.28096,0.96549,0.00243,0.000173531,0.000173531,0.000173531
180,1798.6,0.60269,0.34576,0.95437,0.00356,0.9912,0.99016,0.98852,0.84217,0.54593,0.27559,0.95794,0.0023,0.000171202,0.000171202,0.000171202
181,1809.03,0.59075,0.34175,0.95562,0.00334,0.99028,0.9902,0.98873,0.84374,0.54487,0.27274,0.95919,0.00244,0.000168874,0.000168874,0.000168874
182,1819.43,0.59855,0.34695,0.95559,0.00338,0.99079,0.98778,0.98851,0.84301,0.54776,0.27343,0.96154,0.00234,0.000166545,0.000166545,0.000166545
183,1829.86,0.5974,0.34421,0.9582,0.00347,0.98896,0.99023,0.98808,0.84425,0.54638,0.27493,0.95875,0.00231,0.000164217,0.000164217,0.000164217
184,1840.2,0.60151,0.34602,0.95143,0.00342,0.99106,0.98824,0.98859,0.84573,0.5417,0.27272,0.95682,0.00229,0.000161888,0.000161888,0.000161888
185,1850.76,0.59387,0.34401,0.95562,0.00344,0.9902,0.98949,0.98875,0.8443,0.54256,0.27209,0.95934,0.00232,0.00015956,0.00015956,0.00015956
186,1860.77,0.59733,0.34381,0.95975,0.00316,0.99003,0.98783,0.98765,0.83982,0.55185,0.27501,0.96052,0.00236,0.000157231,0.000157231,0.000157231
187,1871.21,0.59024,0.34142,0.95554,0.00312,0.98924,0.98937,0.98802,0.84696,0.53694,0.27097,0.95458,0.0023,0.000154903,0.000154903,0.000154903
188,1881.64,0.5935,0.34309,0.95272,0.0034,0.98769,0.98798,0.98658,0.84408,0.54035,0.2729,0.95519,0.00228,0.000152574,0.000152574,0.000152574
189,1891.83,0.59334,0.33923,0.95178,0.00323,0.98997,0.9895,0.98815,0.84558,0.53828,0.27263,0.95357,0.00225,0.000150246,0.000150246,0.000150246
190,1901.76,0.59509,0.34418,0.95209,0.00342,0.9899,0.98856,0.98785,0.84199,0.54701,0.27675,0.95864,0.00225,0.000147917,0.000147917,0.000147917
191,1911.62,0.58888,0.34131,0.94994,0.00309,0.98808,0.98641,0.98713,0.8393,0.55955,0.27822,0.96157,0.00228,0.000145589,0.000145589,0.000145589
192,1921.97,0.59158,0.33813,0.96092,0.00325,0.99026,0.98764,0.9877,0.84412,0.54444,0.27383,0.95572,0.00227,0.00014326,0.00014326,0.00014326
193,1932.14,0.59385,0.34275,0.95602,0.00345,0.98841,0.98601,0.98822,0.84549,0.5402,0.27173,0.9555,0.00245,0.000140932,0.000140932,0.000140932
194,1942.4,0.58947,0.34115,0.95724,0.0034,0.99107,0.98826,0.98851,0.84541,0.5425,0.27067,0.95544,0.00228,0.000138603,0.000138603,0.000138603
195,1952.3,0.58778,0.33981,0.9533,0.00339,0.98955,0.98843,0.98737,0.84578,0.53513,0.26768,0.95269,0.00236,0.000136275,0.000136275,0.000136275
196,1962.29,0.58551,0.34495,0.94362,0.00308,0.98951,0.98815,0.98615,0.84307,0.53917,0.27048,0.95361,0.00232,0.000133946,0.000133946,0.000133946
197,1972.4,0.59177,0.3421,0.94692,0.00325,0.99062,0.98996,0.98877,0.84593,0.535,0.26956,0.95327,0.00231,0.000131618,0.000131618,0.000131618
198,1982.63,0.58583,0.33524,0.94748,0.00326,0.9904,0.98955,0.98839,0.8457,0.53468,0.26734,0.95292,0.00242,0.000129289,0.000129289,0.000129289
199,1992.8,0.586,0.337,0.95095,0.00306,0.99052,0.98831,0.98856,0.84482,0.54197,0.27087,0.95456,0.0023,0.000126961,0.000126961,0.000126961
200,2003.14,0.58638,0.34001,0.9534,0.00334,0.9911,0.98826,0.98883,0.84469,0.53587,0.27067,0.95331,0.00226,0.000124632,0.000124632,0.000124632
201,2013.7,0.58468,0.33954,0.94966,0.00322,0.98993,0.98892,0.98922,0.84536,0.53541,0.26919,0.95302,0.00223,0.000122304,0.000122304,0.000122304
202,2024.39,0.58664,0.33624,0.94647,0.00305,0.99015,0.98659,0.98917,0.84719,0.53129,0.26783,0.95148,0.00224,0.000119976,0.000119976,0.000119976
203,2034.62,0.58339,0.3354,0.95167,0.00327,0.99041,0.98737,0.98966,0.84593,0.53696,0.26826,0.9544,0.00237,0.000117647,0.000117647,0.000117647
204,2044.86,0.57658,0.33487,0.94154,0.00305,0.99032,0.9868,0.98852,0.84461,0.53644,0.27005,0.95346,0.00226,0.000115319,0.000115319,0.000115319
205,2055.07,0.58817,0.33833,0.95682,0.00313,0.98876,0.98729,0.98658,0.84405,0.53738,0.26947,0.95412,0.00232,0.00011299,0.00011299,0.00011299
206,2065.2,0.58084,0.33456,0.94304,0.00325,0.98823,0.98703,0.98644,0.84238,0.54181,0.27158,0.95541,0.00223,0.000110662,0.000110662,0.000110662
207,2075.21,0.59036,0.34323,0.95304,0.0031,0.98849,0.98558,0.98743,0.84396,0.54002,0.27172,0.95412,0.00221,0.000108333,0.000108333,0.000108333
208,2085.33,0.57825,0.33251,0.94359,0.00317,0.99157,0.98758,0.98976,0.84878,0.53439,0.26766,0.95214,0.00224,0.000106005,0.000106005,0.000106005
209,2095.6,0.58038,0.3332,0.94834,0.00317,0.98902,0.986,0.98753,0.84799,0.5312,0.26909,0.95194,0.00235,0.000103676,0.000103676,0.000103676
210,2105.85,0.57868,0.33537,0.94513,0.00316,0.98796,0.98601,0.98594,0.84365,0.5358,0.26967,0.95461,0.00235,0.000101348,0.000101348,0.000101348
211,2115.93,0.58554,0.33844,0.95168,0.00298,0.99198,0.9907,0.98948,0.84923,0.52867,0.26662,0.94942,0.00222,9.90192e-05,9.90192e-05,9.90192e-05
212,2126.23,0.57823,0.33595,0.95165,0.00331,0.99011,0.98875,0.98863,0.85049,0.5269,0.26509,0.9486,0.00222,9.66907e-05,9.66907e-05,9.66907e-05
213,2136.46,0.57944,0.33498,0.94583,0.00314,0.98744,0.9875,0.98608,0.84542,0.53706,0.26719,0.9545,0.00231,9.43622e-05,9.43622e-05,9.43622e-05
214,2146.57,0.57798,0.33328,0.94139,0.00331,0.9875,0.98866,0.98669,0.84689,0.53367,0.26708,0.95224,0.00225,9.20338e-05,9.20338e-05,9.20338e-05
215,2156.64,0.58,0.33624,0.94657,0.00331,0.98882,0.98844,0.98479,0.84759,0.53252,0.26682,0.95343,0.00224,8.97053e-05,8.97053e-05,8.97053e-05
216,2166.56,0.57452,0.32973,0.94569,0.00311,0.98716,0.98825,0.98612,0.84997,0.5249,0.26585,0.9489,0.00229,8.73768e-05,8.73768e-05,8.73768e-05
217,2176.64,0.5667,0.32837,0.93841,0.003,0.9886,0.98817,0.98658,0.84889,0.53031,0.26695,0.951,0.00221,8.50483e-05,8.50483e-05,8.50483e-05
218,2186.93,0.57191,0.33385,0.94027,0.00322,0.98845,0.9879,0.98737,0.85117,0.5293,0.26626,0.95056,0.00223,8.27198e-05,8.27198e-05,8.27198e-05
219,2197.06,0.5799,0.33783,0.9461,0.00308,0.9869,0.98892,0.98897,0.85169,0.5248,0.26662,0.94784,0.00221,8.03914e-05,8.03914e-05,8.03914e-05
220,2207.28,0.57334,0.33592,0.94347,0.00313,0.98739,0.98875,0.98814,0.85186,0.52102,0.26413,0.94615,0.00224,7.80629e-05,7.80629e-05,7.80629e-05
221,2217.73,0.572,0.32859,0.94352,0.00319,0.98837,0.98933,0.98805,0.85048,0.52465,0.26395,0.94751,0.00224,7.57344e-05,7.57344e-05,7.57344e-05
222,2228.23,0.57409,0.3316,0.94293,0.00319,0.98884,0.9877,0.98835,0.84946,0.53008,0.26641,0.9491,0.00234,7.34059e-05,7.34059e-05,7.34059e-05
223,2238.73,0.56312,0.3243,0.94132,0.0031,0.9887,0.98872,0.98707,0.85051,0.52653,0.265,0.9488,0.00222,7.10774e-05,7.10774e-05,7.10774e-05
224,2248.94,0.56502,0.32748,0.94294,0.00318,0.98846,0.98789,0.98753,0.85274,0.52408,0.26294,0.94905,0.00231,6.8749e-05,6.8749e-05,6.8749e-05
225,2258.79,0.57008,0.33202,0.94463,0.00322,0.98871,0.98713,0.98845,0.85434,0.52046,0.2647,0.94666,0.00226,6.64205e-05,6.64205e-05,6.64205e-05
226,2268.84,0.56952,0.32504,0.94402,0.00284,0.98669,0.98874,0.98788,0.85243,0.52028,0.26324,0.94715,0.00223,6.4092e-05,6.4092e-05,6.4092e-05
227,2279.1,0.56647,0.32849,0.93885,0.00305,0.98743,0.98759,0.98658,0.85303,0.52112,0.26245,0.94682,0.00226,6.17635e-05,6.17635e-05,6.17635e-05
228,2289.35,0.56067,0.32806,0.93885,0.003,0.98733,0.98772,0.98687,0.8522,0.52264,0.26253,0.94816,0.00225,5.9435e-05,5.9435e-05,5.9435e-05
229,2299.64,0.57437,0.32749,0.9411,0.00329,0.98984,0.99065,0.98972,0.85081,0.52454,0.26448,0.94719,0.00223,5.71066e-05,5.71066e-05,5.71066e-05
230,2309.64,0.57576,0.33291,0.93998,0.00298,0.98913,0.99107,0.99037,0.85076,0.52518,0.26473,0.94729,0.00223,5.47781e-05,5.47781e-05,5.47781e-05
231,2319.64,0.56398,0.32717,0.93257,0.00298,0.98718,0.98849,0.98698,0.85152,0.52178,0.26348,0.94691,0.00224,5.24496e-05,5.24496e-05,5.24496e-05
232,2329.49,0.55981,0.32534,0.93435,0.00279,0.98724,0.98791,0.98669,0.8498,0.52463,0.26431,0.94741,0.00227,5.01211e-05,5.01211e-05,5.01211e-05
233,2339.87,0.56878,0.32823,0.94036,0.00325,0.98939,0.99036,0.98851,0.85096,0.52306,0.2628,0.94588,0.00223,4.77926e-05,4.77926e-05,4.77926e-05
234,2350.14,0.56805,0.33179,0.93682,0.00296,0.98743,0.98841,0.98667,0.85124,0.5232,0.26357,0.94627,0.00223,4.54642e-05,4.54642e-05,4.54642e-05
235,2360,0.56678,0.33406,0.94196,0.00302,0.98761,0.98845,0.98664,0.85102,0.51991,0.26238,0.94564,0.00222,4.31357e-05,4.31357e-05,4.31357e-05
236,2369.96,0.56502,0.3276,0.93744,0.0029,0.98753,0.9883,0.9876,0.85285,0.51701,0.26122,0.94421,0.00225,4.08072e-05,4.08072e-05,4.08072e-05
237,2380.15,0.56492,0.33167,0.93769,0.00311,0.98781,0.99062,0.98958,0.85311,0.51982,0.26255,0.94476,0.0022,3.84787e-05,3.84787e-05,3.84787e-05
238,2390,0.56166,0.32692,0.94273,0.0032,0.98716,0.98738,0.98737,0.85281,0.51524,0.26177,0.94331,0.0022,3.61502e-05,3.61502e-05,3.61502e-05
239,2400.27,0.56211,0.32307,0.93834,0.00313,0.98907,0.9899,0.98902,0.85471,0.51484,0.26136,0.94344,0.00219,3.38218e-05,3.38218e-05,3.38218e-05
240,2410.64,0.56603,0.33008,0.94283,0.00327,0.98647,0.98853,0.98638,0.85195,0.51981,0.26194,0.94599,0.00222,3.14933e-05,3.14933e-05,3.14933e-05
241,2434.42,0.5346,0.29979,0.95487,0.00258,0.98745,0.98692,0.98577,0.84764,0.5291,0.26835,0.95055,0.0023,2.91648e-05,2.91648e-05,2.91648e-05
242,2443.7,0.51971,0.28838,0.93937,0.00237,0.98768,0.98707,0.98624,0.84632,0.53594,0.27221,0.9544,0.00241,2.68363e-05,2.68363e-05,2.68363e-05
243,2453.36,0.51716,0.28882,0.9371,0.00257,0.98679,0.98674,0.98702,0.84793,0.53881,0.27422,0.9556,0.00244,2.45078e-05,2.45078e-05,2.45078e-05
244,2462.93,0.51028,0.28335,0.93589,0.00253,0.98822,0.9853,0.98725,0.84954,0.5326,0.27155,0.95267,0.00239,2.21794e-05,2.21794e-05,2.21794e-05
245,2472.5,0.50616,0.28196,0.93357,0.00242,0.9877,0.98565,0.98755,0.84898,0.53283,0.27095,0.95264,0.00241,1.98509e-05,1.98509e-05,1.98509e-05
246,2482.14,0.50881,0.28058,0.93776,0.00243,0.98824,0.98539,0.98706,0.85071,0.52792,0.26927,0.95028,0.00244,1.75224e-05,1.75224e-05,1.75224e-05
247,2491.7,0.50517,0.27886,0.93519,0.00235,0.98846,0.9852,0.98659,0.84947,0.52793,0.26886,0.95009,0.00234,1.51939e-05,1.51939e-05,1.51939e-05
248,2501.17,0.50399,0.28145,0.93708,0.00233,0.98881,0.985,0.9864,0.85007,0.52628,0.2685,0.94907,0.00235,1.28654e-05,1.28654e-05,1.28654e-05
249,2510.77,0.50627,0.28085,0.9356,0.00248,0.98867,0.98511,0.98644,0.85035,0.52562,0.26808,0.94892,0.00237,1.0537e-05,1.0537e-05,1.0537e-05
250,2520.65,0.50355,0.27862,0.93589,0.00248,0.98864,0.98541,0.98622,0.85045,0.52489,0.26782,0.94819,0.00234,8.20848e-06,8.20848e-06,8.20848e-06
