epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
158,1564.02,0.36763,0.22192,1.00615,0.00107,0.99971,1,0.995,0.95648,0.29815,0.18313,0.96989,0.00144,0.00075656,0.00075656,0.00075656
159,1573.41,0.37407,0.22917,1.01544,0.00121,0.99994,1,0.995,0.95889,0.30222,0.18599,0.95788,0.00153,0.00074864,0.00074864,0.00074864
160,1582.83,0.37184,0.22335,1.01086,0.00104,0.99982,1,0.995,0.95522,0.308,0.19166,0.96436,0.00144,0.00074072,0.00074072,0.00074072
161,1592.23,0.37378,0.22581,1.0115,0.00085,0.99814,1,0.99496,0.95647,0.30632,0.19168,0.96228,0.00156,0.0007328,0.0007328,0.0007328
162,1601.57,0.37951,0.22513,1.02521,0.00106,0.9997,1,0.995,0.96055,0.29269,0.18296,0.96751,0.00106,0.00072488,0.00072488,0.00072488
163,1610.52,0.37603,0.22486,1.01792,0.00116,0.9999,1,0.995,0.95954,0.29428,0.18234,0.95999,0.0013,0.00071696,0.00071696,0.00071696
164,1619.34,0.36709,0.22021,1.00645,0.00115,0.99993,1,0.995,0.95884,0.29765,0.18037,0.95507,0.00125,0.00070904,0.00070904,0.00070904
165,1628.67,0.37126,0.22476,1.01441,0.00089,0.99994,1,0.995,0.95668,0.29493,0.18056,0.95121,0.00136,0.00070112,0.00070112,0.00070112
166,1637.76,0.36665,0.21726,1.0043,0.00091,0.99992,1,0.995,0.95688,0.29584,0.18018,0.94989,0.00122,0.0006932,0.0006932,0.0006932
167,1646.72,0.36958,0.21997,1.01093,0.00104,0.99897,1,0.99493,0.95403,0.30609,0.1829,0.95853,0.00138,0.00068528,0.00068528,0.00068528
168,1655.65,0.36875,0.22257,1.00964,0.00107,0.99908,1,0.99498,0.95836,0.29812,0.18329,0.95898,0.00129,0.00067736,0.00067736,0.00067736
169,1664.93,0.36905,0.22108,1.00945,0.00104,0.99908,1,0.99499,0.95702,0.29755,0.1834,0.95487,0.00147,0.00066944,0.00066944,0.00066944
170,1674.28,0.36673,0.21833,1.00075,0.00098,0.99994,1,0.995,0.95944,0.29929,0.18684,0.9598,0.0015,0.00066152,0.00066152,0.00066152
171,1683.4,0.37036,0.22563,1.0151,0.00109,0.99994,1,0.995,0.95455,0.30383,0.18944,0.97008,0.00141,0.0006536,0.0006536,0.0006536
172,1692.64,0.36694,0.22335,1.01872,0.00114,1,1,0.995,0.95969,0.2948,0.18342,0.95851,0.00126,0.00064568,0.00064568,0.00064568
173,1701.94,0.37263,0.22311,1.01693,0.00111,0.99994,1,0.995,0.95644,0.29755,0.18086,0.95835,0.00116,0.00063776,0.00063776,0.00063776
174,1710.92,0.36275,0.21853,1.00833,0.00118,0.99994,1,0.995,0.95825,0.29465,0.17687,0.94868,0.00119,0.00062984,0.00062984,0.00062984
175,1720.13,0.36958,0.22336,1.01907,0.00108,0.9999,1,0.995,0.95543,0.29579,0.18264,0.95898,0.0011,0.00062192,0.00062192,0.00062192
176,1729.32,0.36912,0.21861,1.00931,0.00117,0.99902,1,0.995,0.9548,0.29998,0.18341,0.9664,0.0014,0.000614,0.000614,0.000614
177,1738.25,0.35962,0.21555,1.00341,0.00079,0.99994,1,0.995,0.95847,0.2937,0.19002,0.95961,0.00123,0.00060608,0.00060608,0.00060608
178,1747.53,0.36521,0.2176,1.00405,0.0009,0.99994,1,0.995,0.95365,0.29856,0.1835,0.95683,0.00127,0.00059816,0.00059816,0.00059816
179,1756.85,0.36745,0.21686,1.00656,0.00121,0.99993,1,0.995,0.95819,0.29478,0.18461,0.95585,0.00132,0.00059024,0.00059024,0.00059024
180,1766.13,0.36206,0.2155,1.00254,0.00133,0.99994,1,0.995,0.95839,0.29213,0.18065,0.95072,0.00122,0.00058232,0.00058232,0.00058232
181,1775.41,0.36198,0.21722,1.01258,0.00096,0.99994,1,0.995,0.96257,0.28864,0.17713,0.95057,0.00128,0.0005744,0.0005744,0.0005744
182,1784.37,0.36636,0.2155,1.00399,0.00087,0.99995,1,0.995,0.96,0.29231,0.18286,0.95464,0.00119,0.00056648,0.00056648,0.00056648
183,1793.65,0.36377,0.21787,1.00992,0.00096,0.99993,1,0.995,0.95898,0.28826,0.17902,0.94811,0.00127,0.00055856,0.00055856,0.00055856
184,1803.13,0.36044,0.21681,1.00719,0.00095,0.99993,1,0.995,0.95702,0.29193,0.17866,0.95019,0.00104,0.00055064,0.00055064,0.00055064
185,1812.26,0.35676,0.21254,1.00555,0.00104,0.99994,1,0.995,0.96007,0.28557,0.17432,0.94354,0.00107,0.00054272,0.00054272,0.00054272
186,1821.57,0.37144,0.22007,1.01447,0.00084,0.9999,1,0.995,0.96194,0.28725,0.17524,0.94873,0.00124,0.0005348,0.0005348,0.0005348
187,1830.92,0.35643,0.21481,1.00003,0.00102,0.99901,1,0.995,0.95692,0.29232,0.17987,0.95172,0.00124,0.00052688,0.00052688,0.00052688
188,1840.25,0.36062,0.2175,0.99915,0.00098,0.99901,1,0.99498,0.96016,0.28683,0.17514,0.9441,0.0011,0.00051896,0.00051896,0.00051896
189,1849.64,0.36368,0.21529,1.00333,0.00086,0.99902,1,0.99498,0.96265,0.28548,0.17598,0.94874,0.00139,0.00051104,0.00051104,0.00051104
190,1859.04,0.36004,0.21552,1.00292,0.00122,0.99902,1,0.995,0.96048,0.28822,0.17839,0.94695,0.00113,0.00050312,0.00050312,0.00050312
191,1868,0.36392,0.21995,1.0067,0.00113,0.9985,1,0.995,0.96105,0.2844,0.17527,0.94572,0.00093,0.0004952,0.0004952,0.0004952
192,1877.53,0.35801,0.21449,1.00413,0.00067,0.99815,1,0.995,0.96021,0.28966,0.17682,0.94831,0.00108,0.00048728,0.00048728,0.00048728
193,1886.71,0.36002,0.21504,1.01255,0.00122,0.99984,1,0.995,0.96053,0.29089,0.17894,0.94158,0.00123,0.00047936,0.00047936,0.00047936
194,1895.66,0.36076,0.21103,1.00322,0.00118,0.99994,1,0.995,0.96231,0.28449,0.17489,0.94864,0.00138,0.00047144,0.00047144,0.00047144
195,1904.45,0.35353,0.21114,0.99501,0.00114,0.99994,1,0.995,0.96199,0.28801,0.17338,0.94718,0.00125,0.00046352,0.00046352,0.00046352
196,1913.25,0.35306,0.21044,0.99612,0.00088,0.99995,1,0.995,0.96173,0.28411,0.17131,0.9491,0.00108,0.0004556,0.0004556,0.0004556
197,1922.59,0.34921,0.21014,0.99483,0.00087,0.99994,1,0.995,0.96185,0.28585,0.17045,0.94199,0.00119,0.00044768,0.00044768,0.00044768
198,1931.35,0.36084,0.21139,1.00538,0.00126,0.99986,1,0.995,0.96241,0.28423,0.17507,0.94519,0.00116,0.00043976,0.00043976,0.00043976
199,1940.65,0.36101,0.21618,1.01016,0.00099,0.99815,1,0.995,0.96083,0.2911,0.17659,0.94612,0.00122,0.00043184,0.00043184,0.00043184
200,1950.13,0.35636,0.21196,1.00426,0.00109,0.99982,1,0.995,0.96425,0.28154,0.17726,0.94141,0.00112,0.00042392,0.00042392,0.00042392
201,1959.46,0.35647,0.21117,1.00566,0.00089,0.99994,1,0.995,0.96076,0.28392,0.17714,0.94507,0.0013,0.000416,0.000416,0.000416
202,1968.46,0.35372,0.21152,0.99871,0.00077,0.99994,1,0.995,0.96234,0.28394,0.17379,0.94163,0.00115,0.00040808,0.00040808,0.00040808
203,1977.6,0.34825,0.20873,0.99767,0.00077,0.99994,1,0.995,0.96282,0.27969,0.16978,0.93831,0.00093,0.00040016,0.00040016,0.00040016
204,1986.55,0.34829,0.20779,0.9936,0.00088,0.99994,1,0.995,0.96575,0.27694,0.16855,0.94038,0.00108,0.00039224,0.00039224,0.00039224
205,1995.42,0.35945,0.21326,1.00934,0.00085,0.999,1,0.995,0.96248,0.28442,0.17202,0.93713,0.00109,0.00038432,0.00038432,0.00038432
206,2004.24,0.34855,0.20587,0.99102,0.00107,0.99994,1,0.995,0.96164,0.28787,0.17078,0.94067,0.00114,0.0003764,0.0003764,0.0003764
207,2013.24,0.35687,0.20944,0.99971,0.00104,0.99994,1,0.995,0.96597,0.27559,0.16958,0.93968,0.001,0.00036848,0.00036848,0.00036848
208,2022.26,0.34998,0.20611,0.99105,0.00096,0.99902,1,0.99496,0.96422,0.28145,0.17206,0.93907,0.00097,0.00036056,0.00036056,0.00036056
209,2031.47,0.35087,0.21079,0.99784,0.00119,0.99902,1,0.99496,0.95934,0.28281,0.1717,0.94563,0.00097,0.00035264,0.00035264,0.00035264
210,2040.98,0.34847,0.20742,0.99496,0.00114,0.99882,1,0.99499,0.96541,0.27801,0.1693,0.94021,0.00108,0.00034472,0.00034472,0.00034472
211,2050.48,0.34752,0.20444,0.99257,0.00079,0.9999,1,0.995,0.96112,0.27969,0.1687,0.93717,0.00103,0.0003368,0.0003368,0.0003368
212,2059.62,0.34937,0.20561,0.99272,0.00082,0.99994,1,0.995,0.96377,0.27633,0.16733,0.93898,0.0011,0.00032888,0.00032888,0.00032888
213,2068.93,0.34543,0.20645,0.99337,0.00096,0.99908,1,0.99498,0.96634,0.27618,0.16757,0.93707,0.00105,0.00032096,0.00032096,0.00032096
214,2078.27,0.34706,0.20765,0.99044,0.00081,0.99627,1,0.99499,0.96574,0.27581,0.17005,0.94436,0.00112,0.00031304,0.00031304,0.00031304
215,2087.69,0.35513,0.20801,1.00004,0.00098,0.99809,1,0.99498,0.96395,0.27597,0.16738,0.93538,0.00108,0.00030512,0.00030512,0.00030512
216,2096.69,0.34838,0.20602,0.9903,0.00075,0.99816,1,0.995,0.96541,0.27831,0.16722,0.93506,0.00107,0.0002972,0.0002972,0.0002972
217,2105.86,0.35017,0.20872,1.0019,0.00088,0.99994,1,0.995,0.96615,0.27582,0.16405,0.93359,0.00105,0.00028928,0.00028928,0.00028928
218,2115.1,0.34706,0.20628,0.9922,0.00079,0.99995,1,0.995,0.96425,0.27699,0.16541,0.93307,0.00097,0.00028136,0.00028136,0.00028136
219,2124.67,0.35243,0.2056,0.99267,0.00088,0.99989,1,0.995,0.96548,0.27638,0.16545,0.93643,0.00106,0.00027344,0.00027344,0.00027344
220,2133.91,0.34803,0.20544,0.99704,0.00094,0.99994,1,0.995,0.96551,0.27303,0.16535,0.93858,0.00101,0.00026552,0.00026552,0.00026552
221,2143.29,0.34574,0.20297,0.99152,0.00079,0.99993,1,0.995,0.96421,0.27544,0.16482,0.9319,0.00104,0.0002576,0.0002576,0.0002576
222,2152.56,0.34425,0.20322,0.99444,0.00093,0.99908,1,0.995,0.96434,0.2761,0.16523,0.9315,0.00105,0.00024968,0.00024968,0.00024968
223,2162.05,0.33793,0.19876,0.98737,0.00083,0.99994,1,0.995,0.96426,0.27575,0.16401,0.93079,0.00118,0.00024176,0.00024176,0.00024176
224,2171.25,0.34079,0.19907,0.98939,0.0011,0.99991,1,0.995,0.96719,0.27131,0.16249,0.93318,0.00107,0.00023384,0.00023384,0.00023384
225,2180.65,0.34771,0.20555,0.99441,0.00095,0.99994,1,0.995,0.96749,0.27306,0.16379,0.93044,0.00107,0.00022592,0.00022592,0.00022592
226,2189.73,0.34753,0.20395,0.9949,0.00078,0.99994,1,0.995,0.96681,0.27231,0.16211,0.92934,0.00101,0.000218,0.000218,0.000218
227,2199.12,0.34217,0.20151,0.98956,0.00099,0.99994,1,0.995,0.96611,0.27372,0.1613,0.93124,0.0011,0.00021008,0.00021008,0.00021008
228,2207.9,0.3401,0.20211,0.98729,0.00095,0.99995,1,0.995,0.96515,0.27533,0.16434,0.92911,0.00102,0.00020216,0.00020216,0.00020216
229,2216.66,0.34301,0.2006,0.98716,0.00104,0.99994,1,0.995,0.96617,0.2698,0.15967,0.92924,0.00101,0.00019424,0.00019424,0.00019424
230,2225.43,0.34134,0.20181,0.99091,0.00095,0.99994,1,0.995,0.96543,0.26994,0.16127,0.93084,0.00106,0.00018632,0.00018632,0.00018632
231,2234.19,0.33306,0.19827,0.98061,0.00069,0.99993,1,0.995,0.96572,0.27112,0.16061,0.929,0.00104,0.0001784,0.0001784,0.0001784
232,2242.96,0.34126,0.20327,0.99571,0.00098,0.99992,1,0.995,0.96585,0.27029,0.16208,0.9283,0.001,0.00017048,0.00017048,0.00017048
233,2252.23,0.34442,0.19847,0.98701,0.00084,0.99992,1,0.995,0.96604,0.2728,0.16287,0.9273,0.00104,0.00016256,0.00016256,0.00016256
234,2261.2,0.33961,0.19845,0.98746,0.00083,0.99991,1,0.995,0.96776,0.27136,0.16088,0.92628,0.00102,0.00015464,0.00015464,0.00015464
235,2269.98,0.34301,0.19665,0.98729,0.00087,0.99986,1,0.995,0.97062,0.26775,0.16021,0.92741,0.001,0.00014672,0.00014672,0.00014672
236,2278.74,0.34324,0.20334,0.99336,0.00097,0.99983,1,0.995,0.96876,0.26812,0.16105,0.92733,0.00093,0.0001388,0.0001388,0.0001388
237,2287.43,0.33684,0.1974,0.98393,0.00077,0.99908,0.9996,0.995,0.96686,0.26626,0.16316,0.92944,0.00093,0.00013088,0.00013088,0.00013088
238,2296.08,0.34004,0.1984,0.99211,0.00084,0.99903,1,0.995,0.96705,0.26867,0.16215,0.92668,0.00097,0.00012296,0.00012296,0.00012296
239,2304.76,0.33494,0.19733,0.98735,0.00079,0.99908,0.99977,0.995,0.96689,0.27161,0.16005,0.92568,0.00098,0.00011504,0.00011504,0.00011504
240,2314.01,0.3418,0.2013,0.99159,0.00071,0.999,1,0.995,0.96681,0.26676,0.15984,0.92821,0.00098,0.00010712,0.00010712,0.00010712
241,2335.99,0.28419,0.17628,0.956,0.00106,0.99809,1,0.99498,0.96597,0.27091,0.16297,0.92962,0.00099,9.92e-05,9.92e-05,9.92e-05
242,2345.1,0.27562,0.16783,0.94414,0.00091,0.9981,1,0.99499,0.96767,0.27247,0.16244,0.93057,0.00102,9.128e-05,9.128e-05,9.128e-05
243,2353.84,0.27199,0.16299,0.94762,0.00095,1,0.99987,0.995,0.96663,0.26993,0.16147,0.93517,0.00095,8.336e-05,8.336e-05,8.336e-05
244,2362.59,0.274,0.16636,0.9509,0.00082,0.99995,1,0.995,0.96697,0.27085,0.16275,0.93217,0.001,7.544e-05,7.544e-05,7.544e-05
245,2371.62,0.27305,0.16738,0.94098,0.00081,0.99995,1,0.995,0.96699,0.269,0.16091,0.92878,0.00095,6.752e-05,6.752e-05,6.752e-05
246,2380.31,0.26919,0.16075,0.94522,0.00089,0.99996,1,0.995,0.96641,0.2669,0.15965,0.92873,0.00095,5.96e-05,5.96e-05,5.96e-05
247,2389.03,0.26656,0.15977,0.93947,0.0009,0.99897,1,0.995,0.968,0.26674,0.16096,0.92876,0.00093,5.168e-05,5.168e-05,5.168e-05
248,2399.07,0.26994,0.16258,0.94339,0.00081,0.99896,1,0.995,0.96762,0.2657,0.16157,0.9291,0.00093,4.376e-05,4.376e-05,4.376e-05
249,2408.8,0.27038,0.16368,0.94492,0.00071,1,0.99992,0.995,0.96796,0.26564,0.16023,0.92697,0.00091,3.584e-05,3.584e-05,3.584e-05
250,2418.07,0.26666,0.16035,0.94195,0.00082,0.99896,1,0.995,0.96801,0.26553,0.16078,0.92806,0.00092,2.792e-05,2.792e-05,2.792e-05
